term	meaning	reading
鎖場	쇠사슬을 잡고 오르는 구간	くさりば
梯子場	사다리 구간	はしごば
沢沿い	계곡을 따라가는 길	さわぞい
増水注意	물 불어남 주의	ぞうすいちゅうい
渡渉	계곡물을 건넘	としょう
冬季閉鎖	겨울철 폐쇄	とうきへいさ
冬季休業	겨울철 휴업	とうききゅうぎょう
積雪期	적설기	せきせつき
凍結注意	결빙 주의	とうけつちゅうい
路面凍結	노면 결빙	ろめんとうけつ
通行困難	통행 곤란	つうこうこんなん
携帯電話圏外	휴대전화 통신권 밖	けいたいでんわけんがい
電波不通	전파 불통	でんぱふつう
水場	물을 구할 수 있는 곳	みずば
飲用不可	식수로 사용 불가	いんようふか
飲用可	식수 가능	いんようか
湧水	용천수	ゆうすい
名水	유명한 샘물	めいすい
キャンプ場	캠핑장	キャンプじょう
野営場	야영장	やえいじょう
テントサイト	텐트 사이트	テントサイト
炊事場	취사장	すいじば
直火禁止	직접 불 피우기 금지	じかびきんし
焚き火禁止	모닥불 금지	たきびきんし
焚き火可	모닥불 가능	たきびか
遊泳場	수영장·해수욕 구역	ゆうえいじょう
海水浴場	해수욕장	かいすいよくじょう
遊泳区域	수영 가능 구역	ゆうえいくいき
遊泳注意	수영 주의	ゆうえいちゅうい
監視区域	감시 구역	かんしくいき
監視員	안전 감시원	かんしいん
監視員不在	감시원 부재	かんしいんふざい
ライフセーバー	인명 구조요원	ライフセーバー
海の家	해수욕장 편의시설	うみのいえ
更衣室	탈의실	こういしつ
シャワー室	샤워실	シャワーしつ
足洗い場	발 씻는 곳	あしあらいば
離岸流	이안류	りがんりゅう
離岸流注意	이안류 주의	りがんりゅうちゅうい
高波注意	높은 파도 주의	たかなみちゅうい
波浪注意報	풍랑 주의보	はろうちゅういほう
強風注意報	강풍 주의보	きょうふうちゅういほう
クラゲ注意	해파리 주의	クラゲちゅうい
毒クラゲ注意	독해파리 주의	どくクラゲちゅうい
サメ注意	상어 주의	サメちゅうい
立入禁止柵	출입 금지 울타리	たちいりきんしさく
磯遊び	갯바위 놀이	いそあそび
磯場	갯바위 지대	いそば
満潮	만조	まんちょう
干潮	간조	かんちょう
潮位	조위	ちょうい
潮見表	조석표	しおみひょう
ゲレンデ	스키 슬로프	ゲレンデ
リフト券	리프트권	リフトけん
一日券	1일권	いちにちけん
半日券	반일권	はんにちけん
ゴンドラ券	곤돌라권	ゴンドラけん
ゴンドラ	곤돌라	ゴンドラ
リフト乗り場	리프트 타는 곳	リフトのりば
リフト降り場	리프트 내리는 곳	リフトおりば
運行中	운행 중	うんこうちゅう
強風のため運休	강풍으로 운휴	きょうふうのためうんきゅう
点検のため運休	점검으로 운휴	てんけんのためうんきゅう
初級者コース	초급자 코스	しょきゅうしゃコース
中級者コース	중급자 코스	ちゅうきゅうしゃコース
上級者コース	상급자 코스	じょうきゅうしゃコース
初心者コース	초보자 코스	しょしんしゃコース
非圧雪	비압설	ひあっせつ
圧雪	압설	あっせつ
圧雪車	설상 정설차	あっせつしゃ
未圧雪	미압설	みあっせつ
滑走可	활주 가능	かっそうか
滑走禁止	활주 금지	かっそうきんし
コース閉鎖	코스 폐쇄	コースへいさ
コース規制	코스 규제	コースきせい
コース外滑走禁止	코스 밖 활주 금지	コースがいかっそうきんし
立入禁止コース	진입 금지 코스	たちいりきんしコース
雪崩危険箇所	눈사태 위험 지점	なだれきけんかしょ
積雪量	적설량	せきせつりょう
新雪	신설, 새로 내린 눈	しんせつ
降雪	강설	こうせつ
視界不良	시야 불량	しかいふりょう
レンタル受付	대여 접수	レンタルうけつけ
レンタル返却	대여품 반납	レンタルへんきゃく
スキー板	스키 판	スキーいた
スノーボード	스노보드	スノーボード
スキーブーツ	스키 부츠	スキーブーツ
スノーブーツ	스노부츠	スノーブーツ
ヘルメット	헬멧	ヘルメット
ウェア上下	스키복 상하의	ウェアじょうげ
更衣ロッカー	탈의 로커	こういロッカー
宅配便	택배	たくはいびん
宅急便	택배 서비스 상품명으로 널리 쓰는 표현	たっきゅうびん
荷物発送	짐 발송	にもつはっそう
荷物受取	짐 수령	にもつうけとり
発送受付	발송 접수	はっそううけつけ
発送伝票	배송 전표	はっそうでんぴょう
送り状	송장	おくりじょう
着払い	착불	ちゃくばらい
元払い	선불 배송	もとばらい
クール便	냉장·냉동 택배	クールびん
冷蔵便	냉장 택배	れいぞうびん
冷凍便	냉동 택배	れいとうびん
コンビニ受取	편의점 수령	コンビニうけとり
店舗受取	점포 수령	てんぽうけとり
店内調理	매장 내 조리	てんないちょうり
店内厨房	매장 내 주방	てんないちゅうぼう
できたて	갓 만든 것	できたて
揚げたて	갓 튀긴 것	あげたて
温め時間	데우는 시간	あたためじかん
加熱時間	가열 시간	かねつじかん
温め不要	데우기 불필요	あたためふよう
箸不要	젓가락 불필요	はしふよう
スプーン不要	숟가락 불필요	スプーンふよう
フォーク不要	포크 불필요	フォークふよう
割り箸	일회용 나무젓가락	わりばし
おしぼり	물수건	おしぼり
ストロー不要	빨대 불필요	ストローふよう
引換対象商品	교환 대상 상품	ひきかえたいしょうしょうひん
無料引換券	무료 교환권	むりょうひきかえけん
応募券	응모권	おうぼけん
レシートクーポン	영수증 쿠폰	レシートクーポン
レシート不要	영수증 불필요	レシートふよう
領収書発行	영수증 발행	りょうしゅうしょはっこう
公共料金支払い	공공요금 납부	こうきょうりょうきんしはらい
収納代行	편의점 요금 수납 대행	しゅうのうだいこう
各種料金支払い	각종 요금 납부	かくしゅりょうきんしはらい
チケット発券	티켓 발권	チケットはっけん
マルチコピー機	멀티 복합기	マルチコピーき
写真プリント	사진 인화	しゃしんプリント
ネットプリント	온라인 인쇄	ネットプリント
